nNodes,nFlows,pktPerSec,areaFactor,throughput_mbps,delay_ms,pdr_pct,pdrop_pct,energy_j
40,10,100,1,0.487166,169.697,18.5277,73.344,2148.41
40,10,200,1,0.389773,149.182,9.26648,82.2331,2146.82
40,10,300,1,0.438504,176.482,6.35792,88.558,2148.12
40,10,400,1,0.396654,126.85,5.15645,86.4847,2137.78
40,10,500,1,0.529563,166.312,4.07222,89.0708,2150.98
