nNodes,nFlows,pktPerSec,areaFactor,throughput_mbps,delay_ms,pdr_pct,pdrop_pct,energy_j
40,10,100,1,0.487166,169.697,18.5277,73.344,2148.41
40,20,100,1,0.189216,146.149,6.34555,86.0871,2138.96
40,30,100,1,0.189216,146.149,6.34555,86.0871,2138.96
40,40,100,1,0.189216,146.149,6.34555,86.0871,2138.96
40,50,100,1,0.189216,146.149,6.34555,86.0871,2138.96
