nNodes,nFlows,pktPerSec,areaFactor,throughput_mbps,delay_ms,pdr_pct,pdrop_pct,energy_j
40,10,100,1,0.249882,181.45,26.9593,64.2845,2119.05
40,10,200,1,0.243661,181.747,16.3205,73.176,2121.78
40,10,300,1,0.288745,187.912,13.2091,76.7687,2121.65
40,10,400,1,0.248474,178.586,9.32146,81.994,2121.43
40,10,500,1,0.248441,143.06,7.23052,82.7383,2123.15
